timestamp,main_meter,sub_meter_1,sub_meter_2,corporate,day of week_0,day of week_1,day of week_2,day of week_3,day of week_4,day of week_5,day of week_6,building_number_1,building_number_2,building_number_3,building_number_4,building_number_5
2017-04-03 09:00:00,5511.813141890869,2616.8370200275895,1326.8906849407444,1,1,0,0,0,0,0,0,0,0,0,0,1
2017-04-03 10:00:00,5458.354120585378,2501.907765590148,1332.7253062963828,1,1,0,0,0,0,0,0,0,0,0,0,1
2017-04-03 11:00:00,5736.252383264433,2683.5718131781323,1328.2891005715612,1,1,0,0,0,0,0,0,0,0,0,0,1
2017-04-03 12:00:00,5340.109984171305,2283.447406074,1327.7340702670567,1,1,0,0,0,0,0,0,0,0,0,0,1
2017-04-03 13:00:00,5448.702541558552,2326.7195350811935,1320.9717830522573,1,1,0,0,0,0,0,0,0,0,0,0,1
2017-04-03 14:00:00,5800.308002082893,2681.692989113066,1322.1319144617826,1,1,0,0,0,0,0,0,0,0,0,0,1
2017-04-03 15:00:00,6152.866664287891,2600.092288280604,1330.1220980790306,1,1,0,0,0,0,0,0,0,0,0,0,1
2017-04-03 16:00:00,5986.265713222021,2534.5516430283396,1332.9206927123523,1,1,0,0,0,0,0,0,0,0,0,0,1
2017-04-03 17:00:00,5966.990832328782,2528.2915856595478,1326.4098122117089,1,1,0,0,0,0,0,0,0,0,0,0,1
2017-04-03 18:00:00,6007.139868856839,2553.6133388436074,1320.5343620115043,1,1,0,0,0,0,0,0,0,0,0,0,1
2017-04-03 19:00:00,3361.1784741232755,1454.9664515722566,338.26539318964086,1,1,0,0,0,0,0,0,0,0,0,0,1
2017-04-03 20:00:00,2463.4863375989107,1244.3277342303736,1.5919283147654555,0,1,0,0,0,0,0,0,0,0,0,0,1
2017-04-03 21:00:00,2301.4419595770605,1220.6325843673553,2.209623547917647,0,1,0,0,0,0,0,0,0,0,0,0,1
2017-04-03 22:00:00,2422.7056741394103,1370.4410496691378,3.451220518961645,0,1,0,0,0,0,0,0,0,0,0,0,1
2017-04-03 23:00:00,2308.186056820126,1262.5083786692092,2.8485523281424054,0,1,0,0,0,0,0,0,0,0,0,0,1
2017-04-04 00:00:00,2277.7377839256387,1236.330026893259,1.9329206220267157,0,0,1,0,0,0,0,0,0,0,0,0,1
2017-04-04 01:00:00,2323.2568829041275,1292.2423703200484,2.3964562230406976,0,0,1,0,0,0,0,0,0,0,0,0,1
2017-04-04 02:00:00,2257.863733095739,1224.9949274428254,4.302420190251244,0,0,1,0,0,0,0,0,0,0,0,0,1
2017-04-04 03:00:00,2369.0976138206,1288.644110720923,1.8322197896273933,0,0,1,0,0,0,0,0,0,0,0,0,1
2017-04-04 04:00:00,2665.3270339402334,1196.5990480384214,316.16463173199566,0,0,1,0,0,0,0,0,0,0,0,0,1
2017-04-04 05:00:00,4818.110461409195,2015.9082082922228,1333.2743268553832,0,0,1,0,0,0,0,0,0,0,0,0,1
2017-04-04 06:00:00,5542.720240204383,2518.2423585027236,1327.5424912440162,0,0,1,0,0,0,0,0,0,0,0,0,1
2017-04-04 07:00:00,5663.2915346991795,2554.0084268341416,1327.988930864247,0,0,1,0,0,0,0,0,0,0,0,0,1
2017-04-04 08:00:00,5626.717464052739,2647.292683933927,1330.710415882765,1,0,1,0,0,0,0,0,0,0,0,0,1
2017-04-04 09:00:00,5671.894781565965,2656.4240245125943,1325.2899512935453,1,0,1,0,0,0,0,0,0,0,0,0,1
2017-04-04 10:00:00,5560.717154787709,2578.902549752663,1331.933112318316,1,0,1,0,0,0,0,0,0,0,0,0,1
2017-04-04 11:00:00,5597.766647665032,2593.5447454232713,1321.3065807797561,1,0,1,0,0,0,0,0,0,0,0,0,1
2017-04-04 12:00:00,5221.709080563873,2214.2724757594206,1328.488300724142,1,0,1,0,0,0,0,0,0,0,0,0,1
2017-04-04 13:00:00,5381.312347470343,2312.791875986361,1330.7128496358368,1,0,1,0,0,0,0,0,0,0,0,0,1
2017-04-04 14:00:00,5668.334418698388,2609.40597401187,1328.6015218696937,1,0,1,0,0,0,0,0,0,0,0,0,1
2017-04-04 15:00:00,6237.327834422893,2653.6768783785747,1334.0018711997666,1,0,1,0,0,0,0,0,0,0,0,0,1
2017-04-04 16:00:00,6018.657637544886,2502.626410302453,1323.6637135050912,1,0,1,0,0,0,0,0,0,0,0,0,1
2017-04-04 17:00:00,6222.084337061444,2639.278212632648,1325.9313781979763,1,0,1,0,0,0,0,0,0,0,0,0,1
2017-04-04 18:00:00,6066.521170141145,2565.7748521524754,1331.3585667910033,1,0,1,0,0,0,0,0,0,0,0,0,1
2017-04-04 19:00:00,3890.6775606481924,1524.4132857614215,494.1793395039716,1,0,1,0,0,0,0,0,0,0,0,0,1
2017-04-04 20:00:00,2593.921457069268,1241.5371027038047,1.9800000364324366,0,0,1,0,0,0,0,0,0,0,0,0,1
2017-04-04 21:00:00,2323.7733946186604,1324.3675106892279,5.245956647692668,0,0,1,0,0,0,0,0,0,0,0,0,1
2017-04-04 22:00:00,2391.5919958813956,1380.3624075070688,1.3804161620812756,0,0,1,0,0,0,0,0,0,0,0,0,1
2017-04-04 23:00:00,2292.4835965996804,1319.6706369106219,2.0589810578876775,0,0,1,0,0,0,0,0,0,0,0,0,1
2017-04-05 00:00:00,2378.890295749247,1377.4685801706119,2.2367593030873065,0,0,0,1,0,0,0,0,0,0,0,0,1
2017-04-05 01:00:00,2300.789859542668,1299.0371748282305,3.7554590196295106,0,0,0,1,0,0,0,0,0,0,0,0,1
2017-04-05 02:00:00,2288.9243344517913,1271.486537834032,2.3254357368252503,0,0,0,1,0,0,0,0,0,0,0,0,1
2017-04-05 03:00:00,2466.5746170874204,1351.3003747168857,1.416302860262937,0,0,0,1,0,0,0,0,0,0,0,0,1
2017-04-05 04:00:00,2169.7166054692525,1120.091701572873,0.544420189369016,0,0,0,1,0,0,0,0,0,0,0,0,1
2017-04-05 05:00:00,2788.9640169740846,1377.7767420500272,331.8037464763749,0,0,0,1,0,0,0,0,0,0,0,0,1
2017-04-05 06:00:00,5199.359727499332,2350.2392758992137,1334.7352118710976,0,0,0,1,0,0,0,0,0,0,0,0,1
2017-04-05 07:00:00,5377.17710291241,2563.0762668587895,1329.9147325626773,0,0,0,1,0,0,0,0,0,0,0,0,1
2017-04-05 08:00:00,5379.881192405429,2461.128743307403,1329.8345098468894,1,0,0,1,0,0,0,0,0,0,0,0,1
2017-04-05 09:00:00,5685.048376876315,2679.0426673739216,1325.4203440977342,1,0,0,1,0,0,0,0,0,0,0,0,1
2017-04-05 10:00:00,5641.660558742269,2549.444121462963,1323.567615161224,1,0,0,1,0,0,0,0,0,0,0,0,1
2017-04-05 11:00:00,5869.546862860635,2663.920099818153,1330.2481285063168,1,0,0,1,0,0,0,0,0,0,0,0,1
2017-04-05 12:00:00,5360.597573699339,2299.4975605442028,1326.1615164032378,1,0,0,1,0,0,0,0,0,0,0,0,1
2017-04-05 13:00:00,5296.454036584594,2364.202524375334,1329.0562733703744,1,0,0,1,0,0,0,0,0,0,0,0,1
2017-04-05 14:00:00,5533.304160895419,2598.4491844440277,1330.3604009697992,1,0,0,1,0,0,0,0,0,0,0,0,1
2017-04-05 15:00:00,6221.597205812213,2673.418978394543,1320.3672061908328,1,0,0,1,0,0,0,0,0,0,0,0,1
2017-04-05 16:00:00,6120.290730633321,2556.219302894947,1325.2681228281476,1,0,0,1,0,0,0,0,0,0,0,0,1
2017-04-05 17:00:00,6059.336553342147,2606.6663141319505,1324.5049236372654,1,0,0,1,0,0,0,0,0,0,0,0,1
2017-04-05 18:00:00,6101.037719589384,2555.0929189056255,1333.6845906634867,1,0,0,1,0,0,0,0,0,0,0,0,1
2017-04-05 19:00:00,3000.7457785875454,1475.5534051539587,241.7553674987916,1,0,0,1,0,0,0,0,0,0,0,0,1
2017-04-05 20:00:00,2356.9493128692,1283.5905161611079,2.787618007930904,0,0,0,1,0,0,0,0,0,0,0,0,1
2017-04-05 21:00:00,2410.5913241640565,1418.5494644100795,2.213773780158104,0,0,0,1,0,0,0,0,0,0,0,0,1
2017-04-05 22:00:00,2408.475948347159,1395.8600872377087,0.15034016943076786,0,0,0,1,0,0,0,0,0,0,0,0,1
2017-04-05 23:00:00,2317.20590488311,1355.7874213057923,1.344771709949791,0,0,0,1,0,0,0,0,0,0,0,0,1
2017-04-06 00:00:00,2295.2473620383985,1370.5442442257877,0.28680133834092925,0,0,0,0,1,0,0,0,0,0,0,0,1
2017-04-06 01:00:00,2279.481446525264,1309.5930962245163,6.729927471959142,0,0,0,0,1,0,0,0,0,0,0,0,1
2017-04-06 02:00:00,2288.2774804806822,1302.7447531037478,2.492328841868829,0,0,0,0,1,0,0,0,0,0,0,0,1
2017-04-06 03:00:00,2572.7835495907466,1442.4047225134307,0.6713960362320796,0,0,0,0,1,0,0,0,0,0,0,0,1
2017-04-06 04:00:00,2446.150081129259,1176.5367993979773,192.37653264913376,0,0,0,0,1,0,0,0,0,0,0,0,1
2017-04-06 05:00:00,4593.77444274518,2008.1017622512263,1326.0606285644812,0,0,0,0,1,0,0,0,0,0,0,0,1
2017-04-06 06:00:00,5290.264943456099,2480.6985314707113,1325.7801584808817,0,0,0,0,1,0,0,0,0,0,0,0,1
2017-04-06 07:00:00,5454.091863926829,2503.928270331951,1322.4035521541466,0,0,0,0,1,0,0,0,0,0,0,0,1
2017-04-06 08:00:00,5506.233400690976,2544.3689727884225,1329.2250392749247,1,0,0,0,1,0,0,0,0,0,0,0,1
2017-04-06 09:00:00,5676.79345285445,2637.121072537883,1324.3370527958787,1,0,0,0,1,0,0,0,0,0,0,0,1
2017-04-06 10:00:00,5665.210772646889,2547.8817260244996,1326.1337364008127,1,0,0,0,1,0,0,0,0,0,0,0,1
2017-04-06 11:00:00,5909.487379585445,2703.8930390347564,1324.2964868117733,1,0,0,0,1,0,0,0,0,0,0,0,1
2017-04-06 12:00:00,5347.088152379415,2371.9116084351485,1322.0718315053466,1,0,0,0,1,0,0,0,0,0,0,0,1
2017-04-06 13:00:00,5363.904736985687,2433.9421400792853,1327.7978147222457,1,0,0,0,1,0,0,0,0,0,0,0,1
2017-04-06 14:00:00,5642.906723641523,2664.4882929298683,1322.0028419251983,1,0,0,0,1,0,0,0,0,0,0,0,1
2017-04-06 15:00:00,6412.453574998181,2819.609678091551,1324.5542578466873,1,0,0,0,1,0,0,0,0,0,0,0,1
2017-04-06 16:00:00,6020.113935038711,2490.984988583237,1330.2957416656693,1,0,0,0,1,0,0,0,0,0,0,0,1
2017-04-06 17:00:00,6301.600297703744,2699.9097403405085,1322.814367490405,1,0,0,0,1,0,0,0,0,0,0,0,1
2017-04-06 18:00:00,6053.923897270057,2524.805020217462,1328.218257148662,1,0,0,0,1,0,0,0,0,0,0,0,1
2017-04-06 19:00:00,3583.3108612741544,1489.0885980957542,472.2245601409484,1,0,0,0,1,0,0,0,0,0,0,0,1
2017-04-06 20:00:00,2377.936713367104,1339.227882350876,1.8468426941218012,0,0,0,0,1,0,0,0,0,0,0,0,1
2017-04-06 21:00:00,2368.754972431094,1360.8362847900532,2.5158254420385435,0,0,0,0,1,0,0,0,0,0,0,0,1
2017-04-06 22:00:00,2415.196953795329,1403.125016063334,4.768711124415547,0,0,0,0,1,0,0,0,0,0,0,0,1
2017-04-06 23:00:00,2386.791988927776,1399.1088034656916,4.065271714389922,0,0,0,0,1,0,0,0,0,0,0,0,1
2017-04-07 00:00:00,2401.572297436637,1430.6715825250408,3.1816441210436794,0,0,0,0,0,1,0,0,0,0,0,0,1
2017-04-07 01:00:00,2295.003410977846,1298.2732264831247,1.6027607855921742,0,0,0,0,0,1,0,0,0,0,0,0,1
2017-04-07 02:00:00,2353.6847020946166,1372.8776841502956,1.2643896517529658,0,0,0,0,0,1,0,0,0,0,0,0,1
2017-04-07 03:00:00,2460.350458222168,1373.9566292505901,4.209912005070635,0,0,0,0,0,1,0,0,0,0,0,0,1
2017-04-07 04:00:00,4315.808965943055,1714.253590562579,1197.7796433469687,0,0,0,0,0,1,0,0,0,0,0,0,1
2017-04-07 05:00:00,4795.878565053467,2108.5511463591056,1323.924198661961,0,0,0,0,0,1,0,0,0,0,0,0,1
2017-04-07 06:00:00,5318.660354387057,2478.1324854960694,1328.996043909341,0,0,0,0,0,1,0,0,0,0,0,0,1
2017-04-07 07:00:00,5194.831116924612,2390.3730670456616,1329.2005974084134,0,0,0,0,0,1,0,0,0,0,0,0,1
2017-04-07 08:00:00,5387.479300267169,2517.4159470338395,1324.5616022816396,1,0,0,0,0,1,0,0,0,0,0,0,1
2017-04-07 09:00:00,5373.567891462143,2527.4241010534865,1330.839276774224,1,0,0,0,0,1,0,0,0,0,0,0,1
2017-04-07 10:00:00,5147.159418471123,2267.604569850177,1324.6304929162925,1,0,0,0,0,1,0,0,0,0,0,0,1
2017-04-07 11:00:00,5296.443875018069,2351.344950140801,1328.6730281742173,1,0,0,0,0,1,0,0,0,0,0,0,1
2017-04-07 12:00:00,4878.729537528749,2011.806071504763,1327.8638413663202,1,0,0,0,0,1,0,0,0,0,0,0,1
2017-04-07 13:00:00,4724.841637702909,1884.5898849741857,1330.1060065790602,1,0,0,0,0,1,0,0,0,0,0,0,1
2017-04-07 14:00:00,5119.383030523335,2241.8233382947483,1329.2032631550057,1,0,0,0,0,1,0,0,0,0,0,0,1
2017-04-07 15:00:00,5081.251460559263,2227.4895597658374,1324.6989715874622,1,0,0,0,0,1,0,0,0,0,0,0,1
2017-04-07 16:00:00,4963.213441528473,2070.9996191738232,1331.808224340749,1,0,0,0,0,1,0,0,0,0,0,0,1
2017-04-07 17:00:00,5501.140496527424,2115.203145860587,1325.85999090126,1,0,0,0,0,1,0,0,0,0,0,0,1
2017-04-07 18:00:00,5656.152404558852,2206.957596891753,1326.5922657246465,1,0,0,0,0,1,0,0,0,0,0,0,1
2017-04-07 19:00:00,3065.4889881700296,1290.8412906483018,329.41095792436533,1,0,0,0,0,1,0,0,0,0,0,0,1
2017-04-07 20:00:00,2166.3103447064696,1212.0366910481819,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1
2017-04-07 21:00:00,2187.9840965963563,1225.911130246027,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1
2017-04-07 22:00:00,2178.849846940505,1256.8821138105445,2.4081254290078653,0,0,0,0,0,1,0,0,0,0,0,0,1
2017-04-07 23:00:00,2185.4838175790524,1218.7744719414022,4.0467326849817935,0,0,0,0,0,1,0,0,0,0,0,0,1
2017-04-08 00:00:00,2170.204124818107,1236.8563344799154,0.8467940937008364,0,0,0,0,0,0,1,0,0,0,0,0,1
2017-04-08 01:00:00,2132.475666853635,1182.8155078530986,1.3308182568591196,0,0,0,0,0,0,1,0,0,0,0,0,1
2017-04-08 02:00:00,2142.522688667592,1194.048906254102,2.466673094499295,0,0,0,0,0,0,1,0,0,0,0,0,1
2017-04-08 03:00:00,2372.807259687148,1307.103166077873,1.9892541944513042,0,0,0,0,0,0,1,0,0,0,0,0,1
2017-04-08 04:00:00,2047.5884336633696,1077.6553842350045,3.4997966361538264,0,0,0,0,0,0,1,0,0,0,0,0,1
2017-04-08 05:00:00,3753.6599785576154,1620.6986956626188,893.2454291829165,0,0,0,0,0,0,1,0,0,0,0,0,1
2017-04-08 06:00:00,4945.980500429339,2208.3586217583584,1330.3810209393823,0,0,0,0,0,0,1,0,0,0,0,0,1
2017-04-08 07:00:00,5164.133056184427,2206.034045805764,1324.0585581149833,0,0,0,0,0,0,1,0,0,0,0,0,1
2017-04-08 08:00:00,5284.609237690423,2376.6300107954585,1329.577870110511,1,0,0,0,0,0,1,0,0,0,0,0,1
2017-04-08 09:00:00,5360.8672266008925,2479.8928933939405,1327.7544999545432,1,0,0,0,0,0,1,0,0,0,0,0,1
2017-04-08 10:00:00,5249.512871503912,2367.7059128179103,1332.1968193734454,1,0,0,0,0,0,1,0,0,0,0,0,1
2017-04-08 11:00:00,5542.742507884316,2523.720887794854,1327.2520176096727,1,0,0,0,0,0,1,0,0,0,0,0,1
2017-04-08 12:00:00,5094.980292860864,2196.8710862363127,1327.8338302601737,1,0,0,0,0,0,1,0,0,0,0,0,1
2017-04-08 13:00:00,5132.931469327719,2239.0579093240567,1333.1026745738548,1,0,0,0,0,0,1,0,0,0,0,0,1
2017-04-08 14:00:00,5384.210288307402,2532.349266274786,1328.6892927830525,1,0,0,0,0,0,1,0,0,0,0,0,1
2017-04-08 15:00:00,5471.6289381226,2578.689041433352,1326.9284410409157,1,0,0,0,0,0,1,0,0,0,0,0,1
2017-04-08 16:00:00,5320.506324995098,2436.30553716366,1328.1821901067883,1,0,0,0,0,0,1,0,0,0,0,0,1
2017-04-08 17:00:00,5934.769150003852,2496.899561685611,1327.0069007414404,1,0,0,0,0,0,1,0,0,0,0,0,1
2017-04-08 18:00:00,5727.363514106176,2203.4744114744585,1328.5516007595966,1,0,0,0,0,0,1,0,0,0,0,0,1
2017-04-08 19:00:00,3375.053360592374,1446.3589144069379,399.75976748831516,1,0,0,0,0,0,1,0,0,0,0,0,1
2017-04-08 20:00:00,2371.536506999093,1315.87058158345,3.491790493146617,0,0,0,0,0,0,1,0,0,0,0,0,1
2017-04-08 21:00:00,2404.158204231109,1364.0967091819348,7.150963745634483,0,0,0,0,0,0,1,0,0,0,0,0,1
2017-04-08 22:00:00,2275.274155074795,1307.214655673657,1.2178198097883495,0,0,0,0,0,0,1,0,0,0,0,0,1
2017-04-08 23:00:00,2343.7520813008814,1341.4123193511157,1.49290769321371,0,0,0,0,0,0,1,0,0,0,0,0,1
2017-04-09 00:00:00,2330.163759963094,1337.2854973632993,2.2290787927979236,0,0,0,0,0,0,0,1,0,0,0,0,1
2017-04-09 01:00:00,2239.1328058191634,1241.127850546145,4.544425264832998,0,0,0,0,0,0,0,1,0,0,0,0,1
2017-04-09 02:00:00,2314.1352484036142,1335.177572312288,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1
2017-04-09 03:00:00,2441.2012643336093,1361.5459187192575,2.5173250935566296,0,0,0,0,0,0,0,1,0,0,0,0,1
2017-04-09 04:00:00,2155.4728688300356,1121.5703450976125,3.588697622440334,0,0,0,0,0,0,0,1,0,0,0,0,1
2017-04-09 05:00:00,2262.027004415635,1282.1897813512937,4.058345961488206,0,0,0,0,0,0,0,1,0,0,0,0,1
2017-04-09 06:00:00,3732.3828047550533,1819.6140586694555,740.580346217552,0,0,0,0,0,0,0,1,0,0,0,0,1
2017-04-09 07:00:00,5098.3300007740645,2428.2243234922935,1327.2425928685336,0,0,0,0,0,0,0,1,0,0,0,0,1
2017-04-09 08:00:00,5163.324439727871,2458.9481517861414,1330.0094232529282,1,0,0,0,0,0,0,1,0,0,0,0,1
2017-04-09 09:00:00,5349.243160130451,2596.265858242368,1325.7327437810327,1,0,0,0,0,0,0,1,0,0,0,0,1
2017-04-09 10:00:00,5104.313437891406,2381.5725546103167,1324.8622904149292,1,0,0,0,0,0,0,1,0,0,0,0,1
2017-04-09 11:00:00,4816.165887435929,2032.561084205463,1324.67158595479,1,0,0,0,0,0,0,1,0,0,0,0,1
2017-04-09 12:00:00,2684.7794881104755,1288.1016714895252,275.9976536522631,1,0,0,0,0,0,0,1,0,0,0,0,1
2017-04-09 13:00:00,2362.720962034894,1356.2840185138252,2.053395546545771,1,0,0,0,0,0,0,1,0,0,0,0,1
2017-04-09 14:00:00,2431.2977078397053,1490.7924508704953,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1
2017-04-09 15:00:00,2436.3500280094386,1440.086566496609,5.246684347579794,1,0,0,0,0,0,0,1,0,0,0,0,1
2017-04-09 16:00:00,2334.8678589422357,1320.928169738122,3.3303427959969185,1,0,0,0,0,0,0,1,0,0,0,0,1
2017-04-09 17:00:00,2312.5206613162845,1350.0551586859451,1.4993923489144194,1,0,0,0,0,0,0,1,0,0,0,0,1
2017-04-09 18:00:00,2328.8657171261957,1348.7098604579867,4.818844094011835,1,0,0,0,0,0,0,1,0,0,0,0,1
2017-04-09 19:00:00,2331.3867311002537,1311.822233833714,2.1819866741421676,1,0,0,0,0,0,0,1,0,0,0,0,1
2017-04-09 20:00:00,2211.336626134227,1190.3121948782878,2.8375596705213706,0,0,0,0,0,0,0,1,0,0,0,0,1
